rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R3080,temperature,AC,=,22,Light,ON,22,3
R3081,temperature,Fan,>,30,AC,OFF,23,1
R3082,time,Fan,=,20,AC,ON,16,4
R3083,time,AC,>,35,Fan,SET,28,3
R3084,temperature,Light,>,35,Fan,OFF,23,5
R3085,time,AC,>,24,Light,SET,21,5
R3086,time,Light,>,27,Fan,ON,18,3
R3087,occupancy,Light,<,17,Fan,SET,17,4
R3088,occupancy,Fan,>,32,Light,OFF,23,1
R3089,occupancy,AC,<,28,Light,SET,25,3
R3090,temperature,AC,=,22,Fan,ON,26,5
R3091,time,Fan,=,32,Fan,ON,26,1
R3092,temperature,Fan,=,23,AC,OFF,16,4
R3093,time,Fan,<,35,AC,SET,20,5
R3094,temperature,AC,=,25,AC,OFF,23,5
R3095,occupancy,Fan,>,29,Fan,OFF,19,4
R3096,occupancy,Light,<,30,Light,OFF,21,4
R3097,occupancy,AC,<,25,AC,ON,22,4
R3098,temperature,AC,<,32,Fan,SET,25,1
R3099,occupancy,AC,<,19,Fan,ON,24,3
R3100,occupancy,Light,>,26,Fan,OFF,26,4
R3101,temperature,AC,<,18,AC,OFF,17,2
R3102,temperature,Light,=,32,AC,ON,27,2
R3103,temperature,Light,>,24,AC,OFF,16,5
R3104,temperature,AC,>,30,Fan,ON,23,2
R3105,occupancy,AC,<,31,Light,SET,22,5
R3106,temperature,AC,>,32,AC,SET,18,3
R3107,time,Fan,<,33,AC,ON,20,2
R3108,occupancy,Light,>,31,AC,SET,25,1
R3109,temperature,Light,<,30,Fan,OFF,27,5
R3110,temperature,AC,<,24,AC,OFF,26,3
R3111,occupancy,AC,>,28,Light,SET,30,4
R3112,temperature,Light,<,28,Fan,SET,22,3
R3113,time,AC,<,21,Light,SET,23,2
R3114,temperature,Light,>,32,Light,ON,23,2
R3115,temperature,Light,>,22,Fan,SET,28,4
R3116,time,AC,=,30,Fan,OFF,29,3
R3117,temperature,Light,=,16,Light,SET,19,2
R3118,time,Fan,=,35,Light,SET,16,3
R3119,temperature,Fan,>,20,Fan,SET,24,3
R3120,temperature,Light,<,33,Light,OFF,30,2
R3121,occupancy,AC,=,25,Fan,SET,25,3
R3122,temperature,Fan,<,18,Fan,OFF,19,3
R3123,occupancy,AC,<,16,Fan,SET,16,5
R3124,time,Light,=,20,AC,ON,26,2
R3125,temperature,Light,<,33,AC,ON,22,2
R3126,time,AC,=,24,Fan,OFF,21,5
R3127,time,AC,=,20,AC,OFF,18,2
R3128,temperature,Light,=,19,Fan,ON,25,2
R3129,temperature,Light,>,21,Light,ON,30,3
R3130,temperature,Fan,>,23,Fan,ON,20,2
R3131,temperature,Fan,>,32,AC,OFF,24,1
R3132,time,Fan,=,34,Light,SET,25,1
R3133,occupancy,Light,>,22,Light,SET,19,2
R3134,temperature,Light,<,29,Fan,ON,17,5
R3135,time,Fan,>,17,Light,SET,27,5
R3136,temperature,AC,>,19,AC,SET,26,4
R3137,temperature,Light,=,21,AC,OFF,28,3
R3138,occupancy,Fan,<,30,AC,OFF,18,3
R3139,occupancy,Fan,=,35,Light,ON,26,1
R3140,time,Fan,>,21,Light,OFF,21,3
R3141,time,AC,>,22,Fan,SET,20,4
R3142,time,Light,>,30,Fan,OFF,29,1
R3143,temperature,AC,<,16,Light,ON,28,1
R3144,time,Light,<,31,AC,ON,22,1
R3145,time,Fan,<,32,Fan,SET,25,4
R3146,time,AC,=,26,Fan,OFF,29,4
R3147,temperature,Fan,>,32,AC,ON,23,2
R3148,time,AC,=,34,Fan,ON,28,2
R3149,time,Fan,=,25,Light,ON,29,3
R3150,occupancy,Light,>,30,Light,OFF,30,1
R3151,time,Light,=,17,Fan,ON,25,2
R3152,time,Fan,=,17,Light,OFF,28,2
R3153,time,AC,<,20,Fan,OFF,21,2
R3154,occupancy,Light,>,30,AC,ON,16,4
R3155,temperature,AC,>,30,Fan,OFF,26,1
R3156,occupancy,Fan,<,25,Fan,OFF,19,4
R3157,occupancy,Fan,<,25,Fan,ON,20,1
R3158,time,Light,=,17,Light,SET,23,5
R3159,temperature,Fan,=,31,Light,SET,30,4
R3160,time,AC,>,16,AC,SET,20,5
R3161,time,Light,=,16,AC,ON,24,2
R3162,temperature,AC,=,31,AC,ON,28,3
R3163,occupancy,Light,>,22,Light,SET,26,3
R3164,temperature,Light,>,22,Fan,ON,20,2
R3165,temperature,Fan,=,23,AC,ON,18,2
R3166,time,Light,>,24,Light,SET,30,3
R3167,time,AC,=,33,Fan,SET,27,5
R3168,occupancy,Fan,>,20,Light,SET,18,5
R3169,time,Fan,=,17,Light,SET,25,2
R3170,temperature,Light,=,34,Light,SET,22,2
R3171,temperature,Light,>,29,AC,SET,16,1
R3172,occupancy,Light,<,22,AC,OFF,28,4
R3173,temperature,Fan,=,18,Light,SET,28,1
R3174,occupancy,Fan,>,30,Light,SET,22,4
R3175,time,Light,<,24,Fan,SET,29,5
R3176,occupancy,AC,=,27,AC,SET,16,1
R3177,temperature,Light,>,30,AC,OFF,21,3
R3178,occupancy,AC,=,19,Light,OFF,27,2
R3179,temperature,AC,<,32,Fan,SET,18,4
R3180,temperature,AC,=,31,AC,ON,23,2
R3181,time,AC,=,27,AC,OFF,23,2
R3182,time,AC,>,19,Light,SET,20,2
R3183,temperature,Light,<,28,AC,OFF,24,1
R3184,temperature,Fan,<,34,Fan,OFF,18,4
R3185,occupancy,AC,=,34,Light,OFF,27,4
R3186,occupancy,Fan,>,25,Fan,OFF,30,1
R3187,time,Fan,>,35,Fan,OFF,28,4
R3188,time,Light,=,33,Fan,ON,28,3
R3189,time,Fan,>,29,Light,SET,20,5
R3190,occupancy,AC,=,18,Fan,ON,23,5
R3191,temperature,Fan,>,35,AC,OFF,30,1
R3192,time,AC,>,17,Fan,ON,29,1
R3193,time,AC,>,32,AC,OFF,27,5
R3194,occupancy,Light,<,18,Light,ON,24,4
R3195,occupancy,AC,>,21,Fan,SET,16,1
R3196,time,Light,>,23,Light,SET,26,1
R3197,temperature,Fan,=,25,Fan,ON,20,4
R3198,time,Light,<,25,Fan,SET,18,3
R3199,occupancy,Light,=,21,Fan,SET,20,4
R3200,occupancy,AC,<,25,AC,SET,22,4
R3201,occupancy,Fan,=,34,Light,SET,20,4
R3202,temperature,AC,>,31,Fan,ON,25,4
R3203,time,Fan,<,18,Light,ON,18,2
R3204,occupancy,AC,>,33,Fan,SET,24,5
R3205,occupancy,Light,>,21,Light,SET,17,1
R3206,temperature,Fan,>,26,Light,ON,28,2
R3207,time,Fan,<,18,AC,ON,18,3
R3208,occupancy,Light,<,19,Light,ON,19,2
R3209,temperature,AC,=,25,Fan,OFF,19,4
R3210,occupancy,Light,>,32,Fan,SET,16,2
R3211,time,Fan,=,20,AC,ON,16,2
R3212,occupancy,AC,=,18,Light,ON,18,2
R3213,time,AC,<,31,Light,SET,22,1
R3214,time,Light,<,32,AC,OFF,16,4
R3215,temperature,AC,=,24,AC,ON,25,4
R3216,time,Fan,>,22,Fan,ON,22,4
R3217,time,Light,>,25,Light,SET,26,3
R3218,temperature,Light,<,31,Light,SET,25,5
R3219,temperature,Fan,>,35,AC,SET,16,3
R3220,time,Light,=,29,Fan,SET,19,3
R3221,time,Light,<,17,Fan,OFF,30,1
R3222,occupancy,Light,<,34,AC,SET,27,3
R3223,occupancy,AC,<,27,AC,ON,24,1
R3224,occupancy,Light,<,21,AC,SET,29,5
R3225,occupancy,AC,>,21,Fan,OFF,25,3
R3226,temperature,Light,>,21,Fan,SET,18,1
R3227,occupancy,Light,=,27,Fan,OFF,26,3
R3228,temperature,Fan,=,26,Light,ON,18,1
R3229,occupancy,Fan,<,20,AC,OFF,25,4
R3230,occupancy,Light,>,34,AC,OFF,23,4
R3231,occupancy,AC,=,16,Fan,ON,22,4
R3232,temperature,Light,<,16,Light,OFF,27,4
R3233,time,AC,<,20,AC,ON,25,4
R3234,time,Fan,<,33,AC,ON,19,4
R3235,occupancy,Light,=,27,Fan,ON,20,3
R3236,temperature,Light,>,35,Fan,SET,22,2
R3237,occupancy,Light,=,24,Light,ON,20,3
R3238,temperature,Light,>,20,Light,SET,19,3
R3239,occupancy,AC,=,20,AC,SET,29,4
R3240,time,AC,>,31,Fan,ON,30,3
R3241,time,AC,<,35,AC,SET,30,4
R3242,time,Fan,=,24,Fan,SET,16,1
R3243,occupancy,AC,<,19,Fan,ON,21,3
R3244,time,Fan,>,29,AC,ON,30,1
R3245,temperature,Fan,<,22,Light,SET,17,3
R3246,occupancy,Fan,>,21,Fan,OFF,21,5
R3247,temperature,Light,=,35,Fan,SET,21,5
R3248,occupancy,AC,<,34,Light,SET,26,3
R3249,occupancy,AC,<,29,Light,SET,26,5
R3250,temperature,Fan,>,19,Light,SET,24,4
R3251,time,Fan,=,25,Light,SET,23,4
R3252,temperature,Fan,=,30,Light,ON,28,1
R3253,occupancy,Fan,<,31,Light,OFF,23,3
R3254,temperature,Light,=,26,Light,OFF,21,1
R3255,time,Light,>,25,Light,SET,28,5
R3256,occupancy,Light,>,21,Fan,OFF,27,3
R3257,occupancy,AC,=,26,Fan,OFF,21,1
R3258,temperature,AC,>,27,Fan,OFF,18,4
R3259,occupancy,Light,=,18,Light,OFF,16,5
R3260,occupancy,Light,>,16,AC,ON,24,4
R3261,occupancy,AC,>,29,Light,OFF,28,4
R3262,occupancy,AC,<,28,Light,SET,20,4
R3263,time,AC,<,26,Fan,ON,27,2
R3264,time,Light,>,23,AC,ON,26,5
R3265,temperature,AC,=,20,Fan,OFF,29,5
R3266,occupancy,Light,=,21,Light,SET,28,3
R3267,time,Fan,<,29,Fan,ON,19,1
R3268,occupancy,Fan,=,18,AC,OFF,25,5
R3269,temperature,Light,>,16,AC,ON,16,2
R3270,temperature,Fan,<,18,Fan,ON,24,4
R3271,temperature,Fan,<,25,Light,SET,25,5
R3272,time,Fan,>,31,Light,SET,23,1
R3273,occupancy,AC,=,35,Fan,OFF,30,1
R3274,temperature,AC,>,20,Light,OFF,17,1
R3275,occupancy,AC,<,26,Light,ON,30,3
R3276,temperature,Light,<,28,Light,OFF,22,1
R3277,temperature,Fan,>,35,AC,OFF,19,2
R3278,time,Light,>,31,Light,ON,16,1
R3279,temperature,Fan,<,28,AC,OFF,24,4
R3280,temperature,Fan,<,34,AC,OFF,23,5
R3281,time,Fan,=,22,AC,OFF,30,1
R3282,temperature,AC,<,23,Fan,ON,25,2
R3283,occupancy,AC,<,25,AC,OFF,26,2
R3284,temperature,Fan,<,19,Fan,SET,17,2
R3285,occupancy,Light,=,29,Light,OFF,22,5
R3286,time,Light,>,22,Light,SET,27,5
R3287,occupancy,Light,>,30,Light,SET,22,2
R3288,temperature,Fan,=,35,Fan,ON,19,5
R3289,occupancy,Light,=,16,AC,OFF,18,3
R3290,temperature,Light,=,18,Fan,SET,30,5
R3291,time,Fan,>,26,AC,SET,30,5
R3292,occupancy,AC,>,18,Light,SET,22,3
R3293,occupancy,Light,<,17,Fan,OFF,28,5
R3294,time,Fan,=,34,Light,OFF,17,3
R3295,occupancy,AC,>,20,AC,OFF,26,2
R3296,temperature,Light,<,16,Light,SET,23,5
R3297,temperature,AC,<,20,AC,ON,18,4
R3298,temperature,Fan,<,33,Fan,ON,25,1
R3299,occupancy,AC,>,17,Light,OFF,20,2
R3300,time,Fan,>,27,Light,OFF,21,3
R3301,time,Fan,>,21,AC,OFF,25,5
R3302,temperature,Fan,<,19,Fan,SET,17,3
R3303,temperature,Fan,>,35,Light,OFF,18,4
R3304,time,Light,>,30,AC,ON,29,4
R3305,occupancy,Light,<,20,Light,OFF,19,5
R3306,occupancy,Light,=,34,Light,SET,30,2
R3307,time,Fan,<,20,AC,OFF,20,1
R3308,occupancy,AC,<,32,AC,OFF,27,1
R3309,temperature,Fan,>,30,AC,SET,30,4
R3310,temperature,AC,=,21,Fan,OFF,29,3
R3311,time,Light,>,20,Light,OFF,29,2
R3312,occupancy,Fan,>,29,AC,ON,20,2
R3313,time,AC,=,20,AC,ON,29,4
R3314,temperature,Fan,<,29,Fan,ON,21,3
R3315,temperature,AC,=,26,Light,ON,20,5
R3316,temperature,Light,>,17,AC,SET,25,3
R3317,occupancy,AC,=,16,Fan,ON,28,1
R3318,occupancy,AC,<,17,Light,ON,24,2
R3319,temperature,AC,<,17,Light,SET,25,5
R3320,occupancy,AC,=,32,Fan,SET,30,1
R3321,occupancy,Light,=,28,Fan,SET,21,3
R3322,time,AC,>,27,AC,SET,29,3
R3323,occupancy,Light,<,30,Fan,OFF,21,4
R3324,time,Fan,>,34,AC,OFF,23,3
R3325,occupancy,AC,=,22,AC,OFF,28,1
R3326,occupancy,Fan,<,35,Fan,ON,18,4
R3327,temperature,Fan,<,17,Light,ON,30,1
R3328,occupancy,Light,>,24,Light,ON,24,2
R3329,occupancy,AC,=,16,Light,ON,30,3
R3330,time,Fan,<,30,Light,ON,19,3
R3331,temperature,AC,<,34,AC,ON,24,3
R3332,occupancy,Fan,>,23,AC,SET,30,2
R3333,occupancy,AC,>,30,AC,OFF,26,3
R3334,occupancy,Light,<,22,AC,OFF,29,4
R3335,time,Light,<,32,AC,OFF,23,3
R3336,occupancy,Light,<,35,Light,OFF,17,3
R3337,occupancy,Light,<,23,Light,SET,16,5
R3338,time,Light,<,32,AC,ON,30,4
R3339,occupancy,Light,>,34,Light,SET,29,3
R3340,time,Light,<,29,AC,ON,25,4
R3341,temperature,AC,<,28,AC,OFF,17,3
R3342,time,Fan,>,17,Fan,OFF,30,3
R3343,occupancy,AC,=,32,Fan,SET,28,5
R3344,time,AC,<,33,Light,OFF,25,1
R3345,temperature,AC,=,32,Fan,ON,29,4
R3346,temperature,AC,>,21,Fan,SET,24,4
R3347,temperature,Fan,<,21,Light,SET,29,1
R3348,occupancy,Fan,>,27,Light,ON,30,1
R3349,temperature,Light,<,29,Light,ON,16,4
R3350,occupancy,Fan,>,28,Light,OFF,28,2
R3351,temperature,Light,<,30,AC,SET,25,1
R3352,time,Light,>,21,Fan,ON,27,2
R3353,temperature,AC,>,26,Fan,ON,21,4
R3354,time,AC,>,17,AC,ON,29,1
R3355,occupancy,Light,=,17,Fan,SET,22,5
R3356,time,AC,<,20,AC,OFF,27,2
R3357,temperature,Fan,>,18,AC,SET,24,3
R3358,time,AC,=,18,Light,OFF,24,4
R3359,occupancy,Fan,>,26,Fan,SET,30,2
R3360,occupancy,AC,>,33,AC,OFF,19,5
R3361,temperature,Fan,<,16,Light,ON,25,3
R3362,occupancy,AC,>,27,Light,ON,29,3
R3363,temperature,Light,>,30,Fan,OFF,20,3
R3364,occupancy,Light,<,20,Light,ON,25,5
R3365,occupancy,Light,=,19,AC,ON,17,4
R3366,occupancy,Light,<,33,Light,OFF,16,2
R3367,occupancy,Fan,=,24,Light,ON,30,1
R3368,occupancy,Fan,<,33,Fan,SET,16,5
R3369,temperature,Fan,=,31,Fan,ON,26,2
R3370,temperature,Light,>,29,Fan,ON,29,1
R3371,occupancy,AC,<,34,AC,ON,28,3
R3372,time,Fan,<,27,AC,SET,27,3
R3373,time,Fan,<,25,Light,ON,18,4
R3374,temperature,Light,>,16,Fan,SET,19,1
R3375,time,AC,=,31,AC,OFF,16,3
R3376,time,Fan,>,26,Fan,SET,30,5
R3377,time,AC,>,30,AC,OFF,21,3
R3378,temperature,Light,<,20,Fan,SET,24,3
R3379,occupancy,Light,=,22,AC,SET,18,5
R3380,occupancy,AC,>,21,Fan,ON,30,3
R3381,occupancy,Light,=,16,AC,OFF,19,4
R3382,time,AC,>,31,AC,OFF,21,4
R3383,time,Light,<,20,AC,OFF,18,4
R3384,temperature,Light,>,17,Light,SET,20,2
R3385,temperature,AC,=,24,AC,SET,30,2
R3386,temperature,Light,=,31,Light,ON,19,2
R3387,time,AC,<,17,AC,OFF,18,3
R3388,temperature,AC,=,22,Fan,OFF,22,4
R3389,occupancy,Light,>,29,Fan,SET,24,3
R3390,occupancy,Fan,=,18,Light,SET,25,5
R3391,occupancy,Light,>,23,Light,SET,26,3
R3392,occupancy,Light,<,23,Light,OFF,18,3
R3393,time,Fan,>,31,Fan,OFF,25,4
R3394,occupancy,AC,>,32,Light,ON,24,5
R3395,time,AC,<,29,Fan,SET,19,4
R3396,temperature,Light,>,35,AC,OFF,17,2
R3397,occupancy,Fan,=,21,Fan,OFF,25,1
R3398,occupancy,Fan,=,24,Light,OFF,25,1
R3399,temperature,AC,<,27,Light,ON,20,3
R3400,occupancy,AC,>,29,Fan,OFF,26,3
R3401,time,Light,>,30,Fan,SET,28,3
R3402,temperature,AC,=,23,Fan,OFF,30,1
R3403,occupancy,Light,>,23,Fan,OFF,26,2
R3404,time,Fan,>,26,Light,OFF,24,4
R3405,temperature,AC,=,25,Fan,ON,22,2
R3406,temperature,Fan,<,29,Light,OFF,29,5
R3407,occupancy,AC,>,24,Light,SET,30,4
R3408,time,AC,<,24,AC,SET,20,2
R3409,occupancy,Fan,=,22,Light,OFF,25,5
R3410,temperature,Light,>,25,Light,OFF,25,2
R3411,temperature,Fan,=,21,Light,OFF,16,2
R3412,time,Light,>,28,Light,ON,26,1
R3413,time,Light,<,24,Fan,OFF,24,4
R3414,occupancy,AC,>,16,Fan,SET,17,4
R3415,time,Fan,=,24,Fan,ON,29,1
R3416,temperature,AC,<,35,Fan,SET,26,5
R3417,temperature,Light,>,19,Fan,SET,19,4
R3418,time,Light,<,24,AC,SET,21,5
R3419,occupancy,AC,=,34,Light,ON,20,5
R3420,time,Light,=,26,Light,SET,28,5
R3421,temperature,Fan,>,28,AC,ON,20,4
R3422,temperature,Fan,>,25,Fan,ON,17,4
R3423,temperature,Light,<,32,Light,ON,26,5
R3424,temperature,AC,=,19,AC,SET,27,4
R3425,temperature,Light,<,23,AC,OFF,24,4
R3426,time,AC,<,34,AC,ON,20,1
R3427,occupancy,AC,=,27,Fan,ON,26,1
R3428,time,Light,=,30,AC,SET,22,5
R3429,temperature,AC,=,18,AC,ON,24,3
R3430,occupancy,AC,<,20,Light,OFF,25,4
R3431,occupancy,Light,>,22,Fan,SET,20,4
R3432,time,Fan,>,32,AC,ON,19,4
R3433,occupancy,Fan,=,32,Fan,SET,22,5
R3434,time,Light,=,29,Fan,SET,28,1
R3435,time,AC,>,18,AC,SET,19,3
R3436,occupancy,AC,<,35,Light,SET,19,4
R3437,occupancy,AC,<,20,AC,ON,21,4
R3438,temperature,Light,>,28,AC,OFF,17,3
R3439,temperature,Fan,>,26,Fan,SET,17,5
R3440,occupancy,Light,<,31,Light,ON,21,5
R3441,occupancy,AC,=,17,Light,SET,22,4
R3442,occupancy,Fan,<,34,Light,OFF,20,1
R3443,time,Light,<,28,Light,ON,16,5
R3444,temperature,Light,<,33,Fan,OFF,23,4
R3445,occupancy,Fan,>,20,Fan,SET,25,5
R3446,occupancy,Light,>,17,AC,OFF,26,2
R3447,occupancy,Light,=,22,AC,ON,22,5
R3448,time,Light,=,28,AC,ON,26,2
R3449,occupancy,Light,<,20,Light,SET,19,4
R3450,occupancy,Fan,=,32,AC,SET,26,2
R3451,temperature,Fan,>,33,Fan,OFF,21,1
R3452,time,Fan,<,28,AC,SET,27,1
R3453,temperature,Fan,<,25,Fan,ON,22,3
R3454,occupancy,AC,=,28,Light,OFF,28,4
R3455,temperature,Light,=,19,AC,OFF,30,2
R3456,time,AC,>,17,Fan,ON,28,2
R3457,temperature,AC,<,35,Light,ON,25,1
R3458,time,Fan,=,33,Fan,ON,25,1
R3459,time,Fan,=,17,AC,SET,18,2
R3460,temperature,Fan,=,34,Light,ON,19,3
R3461,time,Light,=,27,Light,OFF,16,4
R3462,temperature,AC,=,35,AC,ON,25,5
R3463,temperature,AC,>,30,AC,ON,27,1
R3464,occupancy,Fan,=,16,Light,OFF,24,4
R3465,occupancy,Light,<,35,Light,ON,17,4
R3466,temperature,AC,=,20,AC,ON,29,5
R3467,occupancy,Light,<,35,AC,SET,24,4
R3468,temperature,AC,>,23,Light,OFF,16,5
R3469,time,AC,=,22,AC,ON,30,2
R3470,occupancy,Light,>,28,AC,SET,20,4
R3471,time,Fan,=,29,AC,ON,25,3
R3472,occupancy,AC,=,26,Light,OFF,17,4
R3473,time,AC,<,35,Light,ON,20,1
R3474,time,AC,>,23,AC,ON,27,5
R3475,time,Light,=,26,Light,OFF,26,5
R3476,time,Light,=,20,AC,SET,17,2
R3477,temperature,Light,=,18,AC,SET,23,5
R3478,temperature,Light,>,31,Fan,ON,27,2
R3479,occupancy,AC,>,35,Fan,SET,20,2
R3480,temperature,Light,>,25,Fan,ON,20,5
R3481,temperature,Fan,<,20,Fan,OFF,25,2
R3482,occupancy,Light,<,33,Fan,ON,23,4
R3483,time,AC,>,34,AC,OFF,24,1
R3484,time,AC,>,35,AC,SET,21,2
R3485,occupancy,AC,>,25,Light,ON,19,5
R3486,time,Light,=,21,AC,SET,20,4
R3487,temperature,Fan,>,27,AC,ON,21,2
R3488,time,AC,>,17,Fan,SET,28,4
R3489,temperature,Fan,<,18,Light,OFF,23,5
R3490,occupancy,Light,<,18,Light,OFF,23,5
R3491,occupancy,Fan,=,21,Light,SET,22,5
R3492,temperature,Fan,>,34,Fan,SET,21,1
R3493,time,AC,>,25,AC,SET,16,1
R3494,time,Light,>,27,Light,ON,26,5
R3495,temperature,Fan,<,19,AC,ON,23,1
R3496,occupancy,Fan,>,26,AC,SET,30,2
R3497,time,AC,<,35,Fan,SET,16,1
R3498,occupancy,Light,>,27,AC,OFF,24,4
R3499,occupancy,Light,<,18,Fan,SET,27,5
R3500,temperature,AC,<,31,AC,OFF,29,2
R3501,temperature,Light,=,30,Fan,SET,30,4
R3502,temperature,AC,>,32,Fan,OFF,20,2
R3503,temperature,Light,>,26,Light,ON,26,2
R3504,temperature,AC,>,31,Light,ON,23,1
R3505,temperature,AC,>,26,Light,ON,18,2
R3506,temperature,Fan,>,30,Fan,OFF,26,1
R3507,temperature,Fan,>,32,Light,SET,19,3
R3508,temperature,AC,<,19,Fan,SET,17,4
R3509,occupancy,Fan,>,25,Light,ON,30,3
R3510,temperature,Light,>,25,Fan,SET,26,5
R3511,occupancy,Light,<,25,Light,OFF,19,3
R3512,temperature,Fan,>,22,AC,ON,26,1
R3513,time,Light,>,32,AC,SET,21,3
R3514,time,AC,<,16,Fan,SET,18,3
R3515,time,Light,=,17,Light,ON,27,3
R3516,time,Light,>,34,Light,SET,29,3
R3517,occupancy,AC,>,22,AC,ON,18,4
R3518,time,Fan,=,27,Fan,ON,22,5
R3519,time,AC,>,16,Light,OFF,24,1
R3520,temperature,Light,=,25,Fan,OFF,29,2
R3521,time,Light,>,30,Light,SET,21,5
R3522,temperature,Light,<,28,Fan,ON,17,2
R3523,time,Light,>,24,Fan,ON,17,3
R3524,time,AC,=,24,AC,ON,27,1
R3525,occupancy,AC,<,16,AC,SET,23,5
R3526,occupancy,Light,>,19,Light,ON,16,4
R3527,time,AC,<,23,Fan,SET,29,2
R3528,time,Fan,>,21,AC,SET,21,5
R3529,occupancy,Light,<,26,AC,ON,17,2
R3530,occupancy,Light,<,19,AC,OFF,30,2
R3531,time,AC,=,17,AC,ON,18,3
R3532,occupancy,Fan,=,26,Light,SET,17,2
R3533,time,AC,=,17,AC,ON,18,3
R3534,time,AC,=,32,Light,OFF,23,3
R3535,occupancy,Light,=,24,AC,SET,30,4
R3536,temperature,Light,=,17,Light,OFF,29,1
R3537,temperature,AC,>,25,Light,OFF,18,3
R3538,time,Fan,>,28,Light,SET,19,5
R3539,time,Fan,<,34,AC,OFF,23,3
R3540,time,Light,=,22,Light,SET,26,4
R3541,temperature,Fan,>,27,Light,ON,26,3
R3542,occupancy,Fan,=,22,Light,ON,27,3
R3543,temperature,AC,<,35,Fan,ON,24,3
R3544,temperature,Light,=,20,Light,OFF,22,5
R3545,time,Fan,>,23,Light,OFF,23,3
R3546,temperature,Light,>,20,Light,ON,16,3
R3547,temperature,Light,>,16,AC,ON,25,1
R3548,temperature,Light,<,16,Fan,ON,21,1
R3549,occupancy,Light,<,21,AC,SET,29,4
R3550,occupancy,Light,<,25,AC,ON,16,3
R3551,occupancy,Fan,=,31,Fan,ON,30,3
R3552,occupancy,AC,>,33,AC,ON,24,5
R3553,time,AC,<,18,AC,SET,23,5
R3554,time,Fan,=,32,Light,ON,29,5
R3555,temperature,AC,<,19,Fan,OFF,22,2
R3556,temperature,Fan,>,33,Fan,OFF,22,3
R3557,time,Light,=,33,Fan,OFF,18,2
R3558,temperature,AC,=,23,AC,ON,28,2
R3559,temperature,Fan,=,24,AC,OFF,30,1
R3560,temperature,AC,>,28,Fan,OFF,21,3
R3561,time,AC,<,27,Light,OFF,30,5
R3562,temperature,Light,=,23,AC,ON,16,2
R3563,time,Fan,=,24,Light,ON,24,5
R3564,time,Light,=,18,Fan,ON,19,3
R3565,time,Light,>,31,AC,SET,23,5
R3566,time,AC,=,34,Fan,OFF,26,5
R3567,occupancy,Light,=,18,Light,OFF,19,1
R3568,temperature,Fan,>,18,Light,OFF,20,1
R3569,occupancy,AC,<,24,Fan,ON,19,2
R3570,time,AC,>,26,Fan,ON,21,4
R3571,time,Fan,=,33,AC,OFF,30,2
R3572,occupancy,Fan,<,19,Light,ON,16,3
R3573,time,Light,>,20,Light,OFF,26,3
R3574,temperature,Fan,<,20,Light,SET,26,4
R3575,occupancy,Light,<,19,Light,SET,16,1
R3576,time,Fan,<,30,Fan,ON,21,4
R3577,occupancy,Light,=,20,Fan,OFF,16,5
R3578,occupancy,AC,<,23,Fan,OFF,20,2
R3579,temperature,Fan,>,21,AC,OFF,20,2
R3580,occupancy,Fan,>,17,Light,ON,21,1
R3581,time,Fan,>,33,Fan,ON,19,1
R3582,temperature,AC,>,28,Fan,ON,27,1
R3583,occupancy,Fan,<,25,Light,OFF,19,3
R3584,occupancy,AC,<,20,AC,OFF,22,4
R3585,temperature,Fan,>,21,Light,SET,25,2
R3586,occupancy,Light,>,34,AC,OFF,20,1
R3587,time,Fan,<,35,AC,SET,21,4
R3588,temperature,Fan,>,19,Light,SET,21,3
R3589,occupancy,AC,<,30,AC,ON,24,4
R3590,time,Fan,=,31,AC,SET,17,2
R3591,temperature,Light,>,29,Fan,OFF,23,1
R3592,temperature,AC,=,30,Light,ON,28,2
R3593,occupancy,Fan,>,25,Fan,OFF,23,5
R3594,occupancy,AC,<,26,AC,SET,30,2
R3595,temperature,Light,<,35,AC,OFF,27,4
R3596,occupancy,Fan,>,24,AC,ON,25,4
R3597,occupancy,Fan,>,17,AC,SET,23,1
R3598,time,AC,=,22,Light,SET,28,2
R3599,time,AC,<,32,Fan,SET,28,5
R3600,temperature,Fan,>,35,AC,SET,17,3
R3601,temperature,Light,>,28,AC,SET,22,4
R3602,time,Fan,<,23,Fan,SET,27,5
R3603,time,Fan,=,35,Fan,ON,19,1
R3604,occupancy,Light,<,16,AC,OFF,25,4
R3605,occupancy,Light,<,30,Light,OFF,28,5
R3606,time,AC,=,28,Light,ON,17,5
R3607,occupancy,Light,=,35,AC,OFF,24,2
R3608,occupancy,Light,<,33,Fan,SET,19,2
R3609,time,Fan,<,23,Light,OFF,22,4
R3610,occupancy,AC,<,23,Fan,ON,16,3
R3611,temperature,Fan,>,24,AC,OFF,26,3
R3612,time,Light,>,32,AC,OFF,28,1
R3613,time,AC,>,30,Fan,SET,30,1
R3614,temperature,AC,=,31,Light,SET,16,2
R3615,occupancy,Light,=,33,Light,OFF,22,5
R3616,temperature,Fan,<,18,Fan,SET,22,2
R3617,occupancy,Light,=,16,AC,ON,30,2
R3618,time,AC,>,25,Fan,ON,29,2
R3619,occupancy,Light,<,26,AC,OFF,23,1
R3620,time,Fan,<,29,AC,OFF,29,5
R3621,occupancy,AC,<,22,Light,OFF,28,4
R3622,time,Light,>,22,Light,ON,27,2
R3623,time,Light,=,19,AC,OFF,28,1
